Plant,Material,Description,Unrestr.Stock,UOM,Open Cust Ord,Total Open Delv,Open Prod Ord,Open Purch Ord,Open STO,In Transit,Net Available,Current Tons,Safety Stock,Max Stock Lvl,Planning Material,Restric Stock,Blocked Stock,In Qual.Insp (Restr.),Material Group,Outer Diameter,Plant Name,Wall Thickness,City,State,Country,Pincode,Full Location,Material Type,Weekly Forecast,Days of Supply Available,Organisation,Sub Category,Material Category,Column1,,,,,,,,,,,
3410,7390210000,1 EMT WHITE,0.255,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.255,0.255,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,Electro Lines,0.0570,Syracuse,NY,USA,13202,"Syracuse, NY, USA",COLOR EMT,0.00,0.00,,Color EMT,,341073902100001 EMT WHITE,,,,,,,,,,,
3440,7390210000,1 EMT WHITE,0.302,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.302,0.302,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,Robert A. Amey Co.,0.0570,Portland,OR,USA,97201,"Portland, OR, USA",COLOR EMT,0.00,0.00,,Color EMT,,344073902100001 EMT WHITE,,,,,,,,,,,
3130,7390210000,1 EMT WHITE,0.610,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.610,0.610,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,Carter York Agency,0.0570,Charlotte,NC,USA,28202,"Charlotte, NC, USA",COLOR EMT,0.00,0.00,,Color EMT,,313073902100001 EMT WHITE,,,,,,,,,,,
3540,7390210000,1 EMT WHITE,0.288,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.288,0.288,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,LEX ASSOCIATES,0.0570,Edison,NJ,USA,8903,"Edison, NJ, USA",COLOR EMT,0.00,0.00,,Color EMT,,354073902100001 EMT WHITE,,,,,,,,,,,
3530,7390210000,1 EMT WHITE,0.235,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.235,0.235,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,"GORIN-HOPPER-McCOY, INC.",0.0570,Norcross,GA,USA,30071,"Norcross, GA, USA",COLOR EMT,0.00,0.00,,Color EMT,,353073902100001 EMT WHITE,,,,,,,,,,,
3570,7390210000,1 EMT WHITE,0.871,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.871,0.871,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,L.P. CHICK COMPANY,0.0570,Louisville,KY,USA,40202,"Louisville, KY, USA",COLOR EMT,0.00,0.00,,Color EMT,,357073902100001 EMT WHITE,,,,,,,,,,,
3500,7390210000,1 EMT WHITE,0.771,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.771,0.771,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,ALLIED GROUP SALES,0.0570,Phoenix,AZ,USA,85003,"Phoenix, AZ, USA",COLOR EMT,0.00,0.00,,Color EMT,,350073902100001 EMT WHITE,,,,,,,,,,,
3590,7390210000,1 EMT WHITE,0.067,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.067,0.067,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,GCD Tampa,0.0570,Tampa,FL,USA,33602,"Tampa, FL, USA",COLOR EMT,0.00,0.00,,Color EMT,,359073902100001 EMT WHITE,,,,,,,,,,,
4380,7390210000,1 EMT WHITE,0.905,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.905,0.905,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,Electra Products Agency,0.0570,Indianapolis,IN,USA,46204,"Indianapolis, IN, USA",COLOR EMT,0.00,0.00,,Color EMT,,438073902100001 EMT WHITE,,,,,,,,,,,
2800,7390210000,1 EMT WHITE,0.000,TON,3.149,0.000,0.000,0.000,0.000,0.000,-3.317,-3.317,0.000,9.406,R00922045-C1004C,0.000,0.000,0.000,84I,1.163,Rochelle,0.0570,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,2.35,0.34,,Color EMT,,280073902100001 EMT WHITE,,,,,,,,,,,
2910,7390310000,1 1/4 EMT WHITE,0.353,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.353,0.353,0.000,0.000,R01510060-C1004C,0.000,0.000,0.000,84I,1.510,Mountain House Warehouse,0.0650,Mountain House,CA,USA,95391,"Mountain House, CA, USA",COLOR EMT,0.00,0.00,,Color EMT,,291073903100001 1/4 EMT WHITE,,,,,,,,,,,
4350,7390310000,1 1/4 EMT WHITE,0.803,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.803,0.803,0.000,0.000,R01510060-C1004C,0.000,0.000,0.000,84I,1.510,Northwinds Corporation,0.0650,Mississauga,ON,Canada,            L5B 3C9,"Mississauga, ON, Canada",COLOR EMT,0.00,0.00,,Color EMT,,435073903100001 1/4 EMT WHITE,,,,,,,,,,,
3540,7390310000,1 1/4 EMT WHITE,0.242,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.242,0.242,0.000,0.000,R01510060-C1004C,0.000,0.000,0.000,84I,1.510,LEX ASSOCIATES,0.0650,Edison,NJ,USA,8903,"Edison, NJ, USA",COLOR EMT,0.00,0.00,,Color EMT,,354073903100001 1/4 EMT WHITE,,,,,,,,,,,
4380,7390310000,1 1/4 EMT WHITE,0.202,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.202,0.202,0.000,0.000,R01510060-C1004C,0.000,0.000,0.000,84I,1.510,Electra Products Agency,0.0650,Indianapolis,IN,USA,46204,"Indianapolis, IN, USA",COLOR EMT,0.00,0.00,,Color EMT,,438073903100001 1/4 EMT WHITE,,,,,,,,,,,
2800,7390310000,1 1/4 EMT WHITE,0.555,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.555,0.555,0.000,2.829,R01510060-C1004C,0.000,0.000,0.000,84I,1.510,Rochelle,0.0650,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,0.71,0.10,,Color EMT,,280073903100001 1/4 EMT WHITE,,,,,,,,,,,
2920,7390310000,1 1/4 EMT WHITE,0.601,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.601,0.601,0.000,0.000,R01510060-C1004C,0.000,0.000,0.000,84I,1.510,Garden Grove,0.0650,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",COLOR EMT,0.00,0.00,,Color EMT,,292073903100001 1/4 EMT WHITE,,,,,,,,,,,
3130,7390410000,1 1/2 EMT WHITE,0.029,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.029,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,Carter York Agency,0.0650,Charlotte,NC,USA,28202,"Charlotte, NC, USA",COLOR EMT,0.00,0.00,,Color EMT,,313073904100001 1/2 EMT WHITE,,,,,,,,,,,
2920,7390410000,1 1/2 EMT WHITE,0.371,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.371,0.371,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,Garden Grove,0.0650,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",COLOR EMT,0.00,0.00,,Color EMT,,292073904100001 1/2 EMT WHITE,,,,,,,,,,,
2910,7390410000,1 1/2 EMT WHITE,0.029,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.029,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,Mountain House Warehouse,0.0650,Mountain House,CA,USA,95391,"Mountain House, CA, USA",COLOR EMT,0.00,0.00,,Color EMT,,291073904100001 1/2 EMT WHITE,,,,,,,,,,,
3500,7390410000,1 1/2 EMT WHITE,0.145,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.145,0.145,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,ALLIED GROUP SALES,0.0650,Phoenix,AZ,USA,85003,"Phoenix, AZ, USA",COLOR EMT,0.00,0.00,,Color EMT,,350073904100001 1/2 EMT WHITE,,,,,,,,,,,
3530,7390410000,1 1/2 EMT WHITE,0.394,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.394,0.394,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,"GORIN-HOPPER-McCOY, INC.",0.0650,Norcross,GA,USA,30071,"Norcross, GA, USA",COLOR EMT,0.00,0.00,,Color EMT,,353073904100001 1/2 EMT WHITE,,,,,,,,,,,
3590,7390410000,1 1/2 EMT WHITE,0.435,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.435,0.435,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,GCD Tampa,0.0650,Tampa,FL,USA,33602,"Tampa, FL, USA",COLOR EMT,0.00,0.00,,Color EMT,,359073904100001 1/2 EMT WHITE,,,,,,,,,,,
3410,7390410000,1 1/2 EMT WHITE,0.157,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.157,0.157,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,Electro Lines,0.0650,Syracuse,NY,USA,13202,"Syracuse, NY, USA",COLOR EMT,0.00,0.00,,Color EMT,,341073904100001 1/2 EMT WHITE,,,,,,,,,,,
4350,7390410000,1 1/2 EMT WHITE,0.690,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.690,0.690,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,Northwinds Corporation,0.0650,Mississauga,ON,Canada,            L5B 3C9,"Mississauga, ON, Canada",COLOR EMT,0.00,0.00,,Color EMT,,435073904100001 1/2 EMT WHITE,,,,,,,,,,,
2800,7390410000,1 1/2 EMT WHITE,2.372,TON,0.000,0.000,0.000,0.000,0.000,0.000,2.372,2.372,0.000,0.535,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,Rochelle,0.0650,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,0.13,0.02,,Color EMT,,280073904100001 1/2 EMT WHITE,,,,,,,,,,,
1940,7390410000,1 1/2 EMT WHITE,3.480,TON,0.000,0.000,0.000,0.000,0.000,0.000,3.480,3.480,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,84I,1.740,Great Lakes Reload (GLR),0.0650,Richmond,KY,USA,40475,"Richmond, KY, USA",COLOR EMT,0.00,0.00,,Color EMT,,194073904100001 1/2 EMT WHITE,,,,,,,,,,,
3560,7390510000,2 EMT WHITE,1.236,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.236,1.236,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,E-TEL,0.0650,Houston,TX,USA,77002,"Houston, TX, USA",COLOR EMT,0.00,0.00,,Color EMT,,356073905100002 EMT WHITE,,,,,,,,,,,
2920,7390510000,2 EMT WHITE,1.791,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.791,1.791,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Garden Grove,0.0650,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",COLOR EMT,0.00,0.00,,Color EMT,,292073905100002 EMT WHITE,,,,,,,,,,,
3500,7390510000,2 EMT WHITE,0.111,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.111,0.111,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,ALLIED GROUP SALES,0.0650,Phoenix,AZ,USA,85003,"Phoenix, AZ, USA",COLOR EMT,0.00,0.00,,Color EMT,,350073905100002 EMT WHITE,,,,,,,,,,,
3130,7390510000,2 EMT WHITE,0.141,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.141,0.141,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Carter York Agency,0.0650,Charlotte,NC,USA,28202,"Charlotte, NC, USA",COLOR EMT,0.00,0.00,,Color EMT,,313073905100002 EMT WHITE,,,,,,,,,,,
3410,7390510000,2 EMT WHITE,0.333,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.333,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Electro Lines,0.0650,Syracuse,NY,USA,13202,"Syracuse, NY, USA",COLOR EMT,0.00,0.00,,Color EMT,,341073905100002 EMT WHITE,,,,,,,,,,,
4350,7390510000,2 EMT WHITE,2.812,TON,0.000,0.000,0.000,0.000,0.000,0.000,2.812,2.812,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Northwinds Corporation,0.0650,Mississauga,ON,Canada,            L5B 3C9,"Mississauga, ON, Canada",COLOR EMT,0.00,0.00,,Color EMT,,435073905100002 EMT WHITE,,,,,,,,,,,
2910,7390510000,2 EMT WHITE,1.495,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.495,1.495,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Mountain House Warehouse,0.0650,Mountain House,CA,USA,95391,"Mountain House, CA, USA",COLOR EMT,0.00,0.00,,Color EMT,,291073905100002 EMT WHITE,,,,,,,,,,,
2800,7390510000,2 EMT WHITE,11.100,TON,0.488,0.000,0.888,0.000,0.000,0.000,11.500,10.612,0.000,2.801,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Rochelle,0.0650,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,0.70,0.10,,Color EMT,,280073905100002 EMT WHITE,,,,,,,,,,,
3540,7390610000,2 1/2 EMT WHITE,0.216,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.216,0.216,0.000,0.000,R01510058-C1004C,0.000,0.000,0.000,84I,2.875,LEX ASSOCIATES,0.0720,Edison,NJ,USA,8903,"Edison, NJ, USA",COLOR EMT,0.00,0.00,,Color EMT,,354073906100002 1/2 EMT WHITE,,,,,,,,,,,
2910,7390610000,2 1/2 EMT WHITE,1.102,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.102,1.102,0.000,0.000,R01510058-C1004C,0.000,0.000,0.000,84I,2.875,Mountain House Warehouse,0.0720,Mountain House,CA,USA,95391,"Mountain House, CA, USA",COLOR EMT,0.00,0.00,,Color EMT,,291073906100002 1/2 EMT WHITE,,,,,,,,,,,
2800,7390610000,2 1/2 EMT WHITE,3.488,TON,0.000,0.000,0.000,0.000,0.000,0.000,3.488,3.488,0.000,1.196,R01510058-C1004C,0.000,0.000,0.000,84I,2.875,Rochelle,0.0720,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,0.30,0.04,,Color EMT,,280073906100002 1/2 EMT WHITE,,,,,,,,,,,
2920,7390610000,2 1/2 EMT WHITE,0.691,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.691,0.691,0.000,0.000,R01510058-C1004C,0.000,0.000,0.000,84I,2.875,Garden Grove,0.0720,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",COLOR EMT,0.00,0.00,,Color EMT,,292073906100002 1/2 EMT WHITE,,,,,,,,,,,
1940,7390610000,2 1/2 EMT WHITE,9.072,TON,0.000,0.000,0.000,0.000,0.000,0.000,9.072,9.072,0.000,0.000,R01510058-C1004C,0.000,0.000,0.000,84I,2.875,Great Lakes Reload (GLR),0.0720,Richmond,KY,USA,40475,"Richmond, KY, USA",COLOR EMT,0.00,0.00,,Color EMT,,194073906100002 1/2 EMT WHITE,,,,,,,,,,,
2910,7390710000,3 EMT WHITE,1.539,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.539,1.539,0.000,0.000,R03500071-C1006P,0.000,0.000,0.000,84I,3.500,Mountain House Warehouse,0.0720,Mountain House,CA,USA,95391,"Mountain House, CA, USA",COLOR EMT,0.00,0.00,,Color EMT,,291073907100003 EMT WHITE,,,,,,,,,,,
3130,7430410000,1 1/2 EMT GREEN,0.464,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.464,0.464,0.000,0.000,R00840100-C1012H,0.000,0.000,0.000,84I,1.740,Carter York Agency,0.0650,Charlotte,NC,USA,28202,"Charlotte, NC, USA",COLOR EMT,0.00,0.00,,Color EMT,,313074304100001 1/2 EMT GREEN,,,,,,,,,,,
2900,7430510000,2 EMT GREEN,0.881,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.881,0.881,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Auburn Warehouse,0.0650,Auburn,WA,USA,98002,"Auburn, WA, USA",COLOR EMT,0.00,0.00,,Color EMT,,290074305100002 EMT GREEN,,,,,,,,,,,
3410,7430510000,2 EMT GREEN,0.370,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.370,0.370,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Electro Lines,0.0650,Syracuse,NY,USA,13202,"Syracuse, NY, USA",COLOR EMT,0.00,0.00,,Color EMT,,341074305100002 EMT GREEN,,,,,,,,,,,
3540,7430510000,2 EMT GREEN,0.141,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.141,0.141,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,LEX ASSOCIATES,0.0650,Edison,NJ,USA,8903,"Edison, NJ, USA",COLOR EMT,0.00,0.00,Western,Color EMT,,354074305100002 EMT GREEN,,,,,,,,,,,
3500,7430510000,2 EMT GREEN,0.259,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.259,0.259,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,ALLIED GROUP SALES,0.0650,Phoenix,AZ,USA,85003,"Phoenix, AZ, USA",COLOR EMT,0.00,0.00,Wheatland,Color EMT,,350074305100002 EMT GREEN,,,,,,,,,,,
3530,7430510000,2 EMT GREEN,0.037,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.037,0.037,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,"GORIN-HOPPER-McCOY, INC.",0.0650,Norcross,GA,USA,30071,"Norcross, GA, USA",COLOR EMT,0.00,0.00,Wheatland,Color EMT,,353074305100002 EMT GREEN,,,,,,,,,,,
3590,7430510000,2 EMT GREEN,0.215,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.215,0.215,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,GCD Tampa,0.0650,Tampa,FL,USA,33602,"Tampa, FL, USA",COLOR EMT,0.00,0.00,Western,Color EMT,,359074305100002 EMT GREEN,,,,,,,,,,,
2920,7430510000,2 EMT GREEN,1.909,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.909,1.909,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Garden Grove,0.0650,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",COLOR EMT,0.00,0.00,Zekelman Warehouse,Color EMT,,292074305100002 EMT GREEN,,,,,,,,,,,
3130,7430510000,2 EMT GREEN,1.162,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.162,1.162,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Carter York Agency,0.0650,Charlotte,NC,USA,28202,"Charlotte, NC, USA",COLOR EMT,0.00,0.00,Wheatland,Color EMT,,313074305100002 EMT GREEN,,,,,,,,,,,
2910,7430510000,2 EMT GREEN,1.939,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.939,1.939,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Mountain House Warehouse,0.0650,Mountain House,CA,USA,95391,"Mountain House, CA, USA",COLOR EMT,0.00,0.00,Zekelman Warehouse,Color EMT,,291074305100002 EMT GREEN,,,,,,,,,,,
2800,7430510000,2 EMT GREEN,10.656,TON,0.000,0.000,0.000,0.000,0.000,0.000,10.656,10.656,0.000,3.907,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Rochelle,0.0650,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,0.98,0.14,Manufacturing Plants,Color EMT,,280074305100002 EMT GREEN,,,,,,,,,,,
1940,7430510000,2 EMT GREEN,9.768,TON,0.000,0.000,0.000,0.000,0.000,0.000,9.768,9.768,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,84I,2.197,Great Lakes Reload (GLR),0.0650,Richmond,KY,USA,40475,"Richmond, KY, USA",COLOR EMT,0.00,0.00,,Color EMT,,194074305100002 EMT GREEN,,,,,,,,,,,
3130,7430610000,2 1/2 EMT GREEN,0.043,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.043,0.000,0.000,R01163052-C1004C,0.000,0.000,0.000,84I,2.875,Carter York Agency,0.0720,Charlotte,NC,USA,28202,"Charlotte, NC, USA",COLOR EMT,0.00,0.00,Wheatland,Color EMT,,313074306100002 1/2 EMT GREEN,,,,,,,,,,,
2920,7430610000,2 1/2 EMT GREEN,0.378,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.378,0.378,0.000,0.000,R01163052-C1004C,0.000,0.000,0.000,84I,2.875,Garden Grove,0.0720,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",COLOR EMT,0.00,0.00,Zekelman Warehouse,Color EMT,,292074306100002 1/2 EMT GREEN,,,,,,,,,,,
3590,7430610000,2 1/2 EMT GREEN,0.043,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.043,0.043,0.000,0.000,R01163052-C1004C,0.000,0.000,0.000,84I,2.875,GCD Tampa,0.0720,Tampa,FL,USA,33602,"Tampa, FL, USA",COLOR EMT,0.00,0.00,Western,Color EMT,,359074306100002 1/2 EMT GREEN,,,,,,,,,,,
2910,7430610000,2 1/2 EMT GREEN,1.253,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.253,1.253,0.000,0.000,R01163052-C1004C,0.000,0.000,0.000,84I,2.875,Mountain House Warehouse,0.0720,Mountain House,CA,USA,95391,"Mountain House, CA, USA",COLOR EMT,0.00,0.00,Zekelman Warehouse,Color EMT,,291074306100002 1/2 EMT GREEN,,,,,,,,,,,
2800,7430610000,2 1/2 EMT GREEN,0.108,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.108,0.108,0.000,1.731,R01163052-C1004C,0.648,0.000,0.000,84I,2.875,Rochelle,0.0720,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,0.43,0.06,Manufacturing Plants,Color EMT,,280074306100002 1/2 EMT GREEN,,,,,,,,,,,
2910,7430710000,3 EMT GREEN,0.776,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.776,0.776,0.000,0.000,R03500071-C1006P,0.000,0.000,0.000,84I,3.500,Mountain House Warehouse,0.0720,Mountain House,CA,USA,95391,"Mountain House, CA, USA",COLOR EMT,0.00,0.00,Zekelman Warehouse,Color EMT,,291074307100003 EMT GREEN,,,,,,,,,,,
3130,7430710000,3 EMT GREEN,0.394,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.394,0.394,0.000,0.000,R03500071-C1006P,0.000,0.000,0.000,84I,3.500,Carter York Agency,0.0720,Charlotte,NC,USA,28202,"Charlotte, NC, USA",COLOR EMT,0.00,0.00,Wheatland,Color EMT,,313074307100003 EMT GREEN,,,,,,,,,,,
2800,7430710000,3 EMT GREEN,2.380,TON,0.000,0.000,0.000,0.000,0.000,0.000,2.380,2.380,0.000,1.950,R03500071-C1006P,0.000,0.000,0.000,84I,3.500,Rochelle,0.0720,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,0.49,0.07,Manufacturing Plants,Color EMT,,280074307100003 EMT GREEN,,,,,,,,,,,
2920,7430710000,3 EMT GREEN,0.894,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.894,0.894,0.000,0.000,R03500071-C1006P,0.000,0.000,0.000,84I,3.500,Garden Grove,0.0720,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",COLOR EMT,0.00,0.00,Zekelman Warehouse,Color EMT,,292074307100003 EMT GREEN,,,,,,,,,,,
1940,7430710000,3 EMT GREEN,5.917,TON,0.000,0.000,0.000,0.000,0.000,0.000,5.917,5.917,0.000,0.000,R03500071-C1006P,0.000,0.000,0.000,84I,3.500,Great Lakes Reload (GLR),0.0720,Richmond,KY,USA,40475,"Richmond, KY, USA",COLOR EMT,0.00,0.00,,Color EMT,,194074307100003 EMT GREEN,,,,,,,,,,,
3130,7430810000,3 1/2 EMT GREEN,0.105,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.105,0.105,0.000,0.000,R04000075-C1010P,0.000,0.000,0.000,84I,4.000,Carter York Agency,0.0830,Charlotte,NC,USA,28202,"Charlotte, NC, USA",COLOR EMT,0.00,0.00,Wheatland,Color EMT,,313074308100003 1/2 EMT GREEN,,,,,,,,,,,
2800,7430810000,3 1/2 EMT GREEN,2.408,TON,0.000,0.000,0.000,0.000,0.000,0.000,2.408,2.408,0.000,0.323,R04000075-C1010P,0.000,0.000,0.000,84I,4.000,Rochelle,0.0830,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,0.08,0.01,Manufacturing Plants,Color EMT,,280074308100003 1/2 EMT GREEN,,,,,,,,,,,
2920,7430810000,3 1/2 EMT GREEN,1.570,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.570,1.570,0.000,0.000,R04000075-C1010P,0.000,0.000,0.000,84I,4.000,Garden Grove,0.0830,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",COLOR EMT,0.00,0.00,Zekelman Warehouse,Color EMT,,292074308100003 1/2 EMT GREEN,,,,,,,,,,,
1940,7430810000,3 1/2 EMT GREEN,8.167,TON,0.000,0.000,0.000,0.000,0.000,0.000,8.167,8.167,0.000,0.000,R04000075-C1010P,0.000,0.000,0.000,84I,4.000,Great Lakes Reload (GLR),0.0830,Richmond,KY,USA,40475,"Richmond, KY, USA",COLOR EMT,0.00,0.00,,Color EMT,,194074308100003 1/2 EMT GREEN,,,,,,,,,,,
3530,7430910000,4 EMT GREEN,0.196,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.196,0.196,0.000,0.000,R04500075-C1010P,0.000,0.000,0.000,84I,4.500,"GORIN-HOPPER-McCOY, INC.",0.0830,Norcross,GA,USA,30071,"Norcross, GA, USA",COLOR EMT,0.00,0.00,Wheatland,Color EMT,,353074309100004 EMT GREEN,,,,,,,,,,,
2800,7430910000,4 EMT GREEN,3.242,TON,0.000,0.000,0.000,0.000,0.000,0.000,3.242,3.242,0.000,1.189,R04500075-C1010P,0.000,0.000,0.000,84I,4.500,Rochelle,0.0830,Rochelle,IL,USA,61068,"Rochelle, IL, USA",COLOR EMT,0.30,0.04,Manufacturing Plants,Color EMT,,280074309100004 EMT GREEN,,,,,,,,,,,
2920,7430910000,4 EMT GREEN,0.884,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.884,0.884,0.000,0.000,R04500075-C1010P,0.000,0.000,0.000,84I,4.500,Garden Grove,0.0830,Garden Grove,CA,USA,92840,"Garden Grove, CA, USA",COLOR EMT,0.00,0.00,Zekelman Warehouse,Color EMT,,292074309100004 EMT GREEN,,,,,,,,,,,
3130,7430910000,4 EMT GREEN,0.295,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.295,0.295,0.000,0.000,R04500075-C1010P,0.000,0.000,0.000,84I,4.500,Carter York Agency,0.0830,Charlotte,NC,USA,28202,"Charlotte, NC, USA",COLOR EMT,0.00,0.00,Wheatland,Color EMT,,313074309100004 EMT GREEN,,,,,,,,,,,
1940,7430910000,4 EMT GREEN,18.864,TON,0.000,0.000,0.000,0.000,0.000,0.000,18.864,18.864,0.000,0.000,R04500075-C1010P,0.000,0.000,0.000,84I,4.500,Great Lakes Reload (GLR),0.0830,Richmond,KY,USA,40475,"Richmond, KY, USA",COLOR EMT,0.00,0.00,,Color EMT,,194074309100004 EMT GREEN,,,,,,,,,,,
