Plant,Material,Description,Unrestr.Stock,UOM,Open Cust Ord,Total Open Delv,Open Prod Ord,Open Purch Ord,Open STO,In Transit,Net Available,Current Tons,Safety Stock,Max Stock Lvl,Planning Material,Restric Stock,Blocked Stock,In Qual.Insp (Restr.),Material Group,Outer Diameter,Plant Name,Wall Thickness,City,State,Country,Pincode,Full Location,Material Type,Weekly Forecast,Days of Supply Available,Organisation,Sub Category,Material Category,Column1,,,,,,,,,,,
4380,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.001,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.000,,0.000,0.000,0.000,59,1.740,Electra Products Agency,0.0000,Indianapolis,IN,USA,46204,"Indianapolis, IN, USA",Elbow Blanks,0.00,0.00,,Elbow Blanks,,4380082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
2900,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.020,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.020,0.014,0.000,,0.000,0.000,0.000,59,1.740,Auburn Warehouse,0.0000,Auburn,WA,USA,98002,"Auburn, WA, USA",Elbow Blanks,0.01,0.00,,Elbow Blanks,,2900082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
2910,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.141,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.141,0.141,0.070,0.000,,0.000,0.000,0.000,59,1.740,Mountain House Warehouse,0.0000,Mountain House,CA,USA,95391,"Mountain House, CA, USA",Elbow Blanks,0.07,0.01,,Elbow Blanks,,2910082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3165,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,,0.000,0.000,0.000,59,1.740,DSI Southwest,0.0000,Dallas,TX,USA,75201,"Dallas, TX, USA",Elbow Blanks,0.01,0.00,,Elbow Blanks,,3165082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3440,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.009,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.009,0.004,0.000,,0.000,0.000,0.000,59,1.740,Robert A. Amey Co.,0.0000,Portland,OR,USA,97201,"Portland, OR, USA",Elbow Blanks,0.00,0.00,,Elbow Blanks,,3440082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3120,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.013,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.013,0.013,0.007,0.000,,0.000,0.000,0.000,59,1.740,Bishop & Brogdon,0.0000,Atlanta,GA,USA,30303,"Atlanta, GA, USA",Elbow Blanks,0.01,0.00,,Elbow Blanks,,3120082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3485,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.028,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.028,0.028,0.004,0.000,,0.000,0.000,0.000,59,1.740,Marvin Bochner Inc,0.0000,Miami,FL,USA,33101,"Miami, FL, USA",Elbow Blanks,0.00,0.00,,Elbow Blanks,,3485082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3380,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.035,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.035,0.009,0.000,,0.000,0.000,0.000,59,1.740,"Riffle and Associates, Inc.",0.0000,Cincinnati,OH,USA,45202,"Cincinnati, OH, USA",Elbow Blanks,0.01,0.00,,Elbow Blanks,,3380082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3130,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.012,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.012,0.012,0.007,0.000,,0.000,0.000,0.000,59,1.740,Carter York Agency,0.0000,Charlotte,NC,USA,28202,"Charlotte, NC, USA",Elbow Blanks,0.01,0.00,Wheatland,Elbow Blanks,,3130082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
1600,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.729,TON,0.000,0.044,0.000,0.000,0.000,0.000,0.685,0.685,0.289,0.000,,0.000,0.000,0.000,59,1.740,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.29,0.04,Manufacturing Plants,Elbow Blanks,,1600082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
4170,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.063,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.063,0.038,0.000,,0.000,0.000,0.000,59,1.740,Electra Sales of N Tx Inc,0.0000,Iriving,TX,USA,75039,"Iriving, TX, USA",Elbow Blanks,0.04,0.01,Wheatland,Elbow Blanks,,4170082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
4180,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.003,0.003,0.003,0.000,0.000,,0.000,0.000,0.000,59,1.740,"Electrical Lines, Inc",0.0000,Aurora,CO,USA,80012,"Aurora, CO, USA",Elbow Blanks,0.00,0.00,Wheatland,Elbow Blanks,,4180082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3200,08238,1 1/2  ELBOW EMT 15 DEG STD RAD,0.088,TON,0.000,0.011,0.000,0.022,0.000,0.000,0.099,0.077,0.072,0.000,,0.000,0.000,0.000,59,1.740,Nelson and Associates,0.0000,Santa Fe Springs,CA,USA,90670,"Santa Fe Springs, CA, USA",Elbow Blanks,0.07,0.01,Wheatland,Elbow Blanks,,3200082381 1/2  ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
2900,08239,2      ELBOW EMT 15 DEG STD RAD,0.043,TON,0.000,0.000,0.000,0.037,0.000,0.000,0.080,0.043,0.040,0.000,R02197058-C1004C,0.000,0.000,0.000,59,2.197,Auburn Warehouse,0.0000,Auburn,WA,USA,98002,"Auburn, WA, USA",Elbow Blanks,0.04,0.01,Zekelman Warehouse,Elbow Blanks,,2900082392      ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
2910,08239,2      ELBOW EMT 15 DEG STD RAD,0.167,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.140,0.000,R02197058-C1004C,0.000,0.000,0.000,59,2.197,Mountain House Warehouse,0.0000,Mountain House,CA,USA,95391,"Mountain House, CA, USA",Elbow Blanks,0.14,0.02,Zekelman Warehouse,Elbow Blanks,,2910082392      ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3165,08239,2      ELBOW EMT 15 DEG STD RAD,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.029,0.000,R02197058-C1004C,0.000,0.000,0.000,59,2.197,DSI Southwest,0.0000,Dallas,TX,USA,75201,"Dallas, TX, USA",Elbow Blanks,0.03,0.00,Wheatland,Elbow Blanks,,3165082392      ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3440,08239,2      ELBOW EMT 15 DEG STD RAD,0.046,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.046,0.046,0.031,0.000,R02197058-C1004C,0.000,0.000,0.000,59,2.197,Robert A. Amey Co.,0.0000,Portland,OR,USA,97201,"Portland, OR, USA",Elbow Blanks,0.03,0.00,Wheatland,Elbow Blanks,,3440082392      ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
4380,08239,2      ELBOW EMT 15 DEG STD RAD,0.006,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.006,0.004,0.000,R02197058-C1004C,0.000,0.000,0.000,59,2.197,Electra Products Agency,0.0000,Indianapolis,IN,USA,46204,"Indianapolis, IN, USA",Elbow Blanks,0.00,0.00,Western,Elbow Blanks,,4380082392      ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
3410,08239,2      ELBOW EMT 15 DEG STD RAD,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.000,R02197058-C1004C,0.000,0.000,0.000,59,2.197,Electro Lines,0.0000,Syracuse,NY,USA,13202,"Syracuse, NY, USA",Elbow Blanks,0.01,0.00,Wheatland,Elbow Blanks,,3410082392      ELBOW EMT 15 DEG STD RAD,,,,,,,,,,,
1600,09000,1/2    GALV RIGID HALF CPLG,0.079,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.079,0.079,0.032,0.000,R00840280-PURCH,0.000,0.000,0.000,54,0.840,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.03,0.00,Manufacturing Plants,Coupling,,1600090001/2    GALV RIGID HALF CPLG,,,,,,,,,,,
4180,09000,1/2    GALV RIGID HALF CPLG,0.000,TON,0.000,0.000,0.000,0.000,0.000,0.015,0.015,0.015,0.014,0.000,R00840280-PURCH,0.000,0.000,0.000,54,0.840,"Electrical Lines, Inc",0.0000,Aurora,CO,USA,80012,"Aurora, CO, USA",Coupling,0.01,0.00,Wheatland,Coupling,,4180090001/2    GALV RIGID HALF CPLG,,,,,,,,,,,
1600,09001,3/4    GALV RIGID HALF CPLG,0.051,TON,0.000,0.004,0.000,0.000,0.000,0.000,0.047,0.047,0.004,0.000,,0.000,0.000,0.000,54,1.050,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1600090013/4    GALV RIGID HALF CPLG,,,,,,,,,,,
1600,09002,1      GALV RIGID HALF CPLG,0.036,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.036,0.001,0.000,,0.000,0.000,0.000,54,1.315,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1600090021      GALV RIGID HALF CPLG,,,,,,,,,,,
1600,09003,1 1/4      GALV RIGID HALF CPLG,0.032,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.032,0.000,0.000,,0.000,0.000,0.000,54,1.315,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1600090031 1/4      GALV RIGID HALF CPLG,,,,,,,,,,,
1600,09100,1/2     BARE RIGID HALF CPLG,0.102,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.102,0.102,0.020,0.000,R00840100-PURCH,0.000,0.000,0.000,54,0.840,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.02,0.00,Manufacturing Plants,Coupling,,1600091001/2     BARE RIGID HALF CPLG,,,,,,,,,,,
1600,09104,1 1/2   BARE RIGID HALF CPLG,0.112,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.112,0.112,0.004,0.000,,0.000,0.000,0.000,54,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1600091041 1/2   BARE RIGID HALF CPLG,,,,,,,,,,,
1600,09105,2    BARE RIGID HALF CPLG,0.004,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.004,0.026,0.000,R02375188-PURCH,0.000,0.000,0.000,54,2.375,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.03,0.00,Manufacturing Plants,Coupling,,1600091052    BARE RIGID HALF CPLG,,,,,,,,,,,
1600,09106,2 1/2    BARE RIGID HALF CPLG,0.212,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.212,0.212,0.000,0.000,R02375188-PURCH,0.000,0.000,0.000,54,2.375,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1600091062 1/2    BARE RIGID HALF CPLG,,,,,,,,,,,
1600,09204,3/4 BARE RIGID HALF CPLG,0.058,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.058,0.058,0.005,0.000,,0.000,0.000,0.000,54,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.01,0.00,Manufacturing Plants,Coupling,,1600092043/4 BARE RIGID HALF CPLG,,,,,,,,,,,
1600,09205,1   BARE RIGID HALF CPLG,0.045,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.045,0.006,0.000,,0.000,0.000,0.000,54,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.01,0.00,Manufacturing Plants,Coupling,,1600092051   BARE RIGID HALF CPLG,,,,,,,,,,,
1600,09206,1 1/4 BARE RIGID HALF CPLG,0.015,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.015,0.003,0.000,,0.000,0.000,0.000,54,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Coupling,0.00,0.00,Manufacturing Plants,Coupling,,1600092061 1/4 BARE RIGID HALF CPLG,,,,,,,,,,,
1600,15733,2 ELBOW RIGID 22 1/2 DEG 48  RAD,0.031,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.031,0.031,0.000,0.000,R02375135-C1012H,0.000,0.000,0.000,59,2.875,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600157332 ELBOW RIGID 22 1/2 DEG 48  RAD,,,,,,,,,,,
2800,16005,1 1/4 X 8 3/4  EMT ELBOW BLANK,0.000,TON,0.731,0.000,0.731,0.000,0.000,0.000,0.000,-0.731,0.000,0.000,R01510060-C1004C,0.000,0.000,0.000,59,1.510,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,2800160051 1/4 X 8 3/4  EMT ELBOW BLANK,,,,,,,,,,,
2800,16007,"1 1/4 X 17""    EMT ELBOW BLANK",13.900,TON,17.606,0.000,12.870,0.000,11.445,0.000,-2.281,-15.151,0.000,0.000,R01510060-C1004C,0.000,0.000,0.000,59,1.510,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"2800160071 1/4 X 17""    EMT ELBOW BLANK",,,,,,,,,,,
1600,16007,"1 1/4 X 17""    EMT ELBOW BLANK",0.000,TON,0.000,0.000,0.000,11.445,0.000,0.000,11.445,0.000,0.000,0.000,R01510060-C1004C,0.000,0.000,0.000,59,1.510,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160071 1/4 X 17""    EMT ELBOW BLANK",,,,,,,,,,,
2800,16009,"1 1/2 X 20""    EMT ELBOW BLANK",0.000,TON,0.000,0.000,11.580,0.000,0.000,0.000,11.580,0.000,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,59,0.000,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"2800160091 1/2 X 20""    EMT ELBOW BLANK",,,,,,,,,,,
1600,16010,2 X 59        EMT ELBOW BLANK,0.372,TON,0.000,0.000,0.000,0.903,0.000,0.000,1.275,0.372,1.083,0.000,R02875065-C1010C,0.000,0.000,0.000,59,2.197,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,1.08,0.15,Manufacturing Plants,Elbow Blanks,,1600160102 X 59        EMT ELBOW BLANK,,,,,,,,,,,
1600,16011,2 X 24        EMT ELBOW BLANK,0.731,TON,10.967,42.405,0.000,0.000,0.000,0.000,-52.641,-52.641,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,59,2.197,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600160112 X 24        EMT ELBOW BLANK,,,,,,,,,,,
1600,16012,2 X 78        EMT ELBOW BLANK,1.413,TON,0.000,0.000,0.000,0.000,0.000,0.000,1.413,1.413,1.433,0.000,R02197060-C1004C,0.000,0.000,0.000,59,2.197,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,1.43,0.20,Manufacturing Plants,Elbow Blanks,,1600160122 X 78        EMT ELBOW BLANK,,,,,,,,,,,
2800,16017,"1/2 X 10 5/8""  EMT ELBOW BLANKS",0.559,TON,0.559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,R00706039-C1004C,0.000,0.000,0.000,59,0.706,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"2800160171/2 X 10 5/8""  EMT ELBOW BLANKS",,,,,,,,,,,
2800,16019,"1 X 14 3/4 ""  EMT ELBOW BLANKS",2.068,TON,2.757,0.000,0.689,0.000,0.000,0.000,0.000,-0.689,0.000,0.000,R01163052-C1004C,0.000,0.000,0.000,59,1.163,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"2800160191 X 14 3/4 ""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16019,"1 X 14 3/4 ""  EMT ELBOW BLANKS",4.357,TON,0.000,0.000,0.000,0.000,0.000,0.000,4.357,4.357,0.000,0.000,R01163052-C1004C,0.000,0.000,0.000,59,1.163,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160191 X 14 3/4 ""  EMT ELBOW BLANKS",,,,,,,,,,,
2800,16020,"1 1/4 X 11 1/16""  EMT ELBOW BLANKS",1.825,TON,2.738,0.000,0.913,0.000,0.000,0.000,0.000,-0.913,0.000,0.000,R01510060-C1004C,0.000,0.000,0.000,59,1.510,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"2800160201 1/4 X 11 1/16""  EMT ELBOW BLANKS",,,,,,,,,,,
2800,16021,"1 1/2 X 13""  EMT ELBOW BLANKS",0.000,TON,2.540,0.000,2.540,0.000,0.000,0.000,0.000,-2.540,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,59,1.740,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"2800160211 1/2 X 13""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16022,"2 X 15 15/16""  EMT ELBOW BLANKS",0.000,TON,2.868,8.605,3.585,0.000,0.000,0.000,-7.888,-11.473,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,59,2.197,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160222 X 15 15/16""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16024,"2 1/2 X 27 1/2""  EMT ELBOW BLANKS",0.000,TON,0.000,37.551,0.000,0.000,0.000,0.000,-37.551,-37.551,0.000,0.000,R02875065-C1006P,0.000,0.000,0.000,59,2.875,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160242 1/2 X 27 1/2""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16030,"4 X 40""  EMT ELBOW BLANKS",0.000,TON,23.920,18.200,0.000,0.000,0.000,0.000,-42.120,-42.120,0.000,0.000,R04500075-C1010P,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160304 X 40""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16034,"3 1/2 X 39 1/2""  EMT ELBOW BLANKS",0.000,TON,0.000,1.931,0.000,0.000,0.000,0.000,-1.931,-1.931,0.000,0.000,R04000075-C1010P,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160343 1/2 X 39 1/2""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16036,"4 X 60""  EMT ELBOW BLANKS",0.000,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.983,0.000,R04500075-C1010P,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.98,0.14,Manufacturing Plants,Elbow Blanks,,"1600160364 X 60""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16037,"4 X 78""  EMT ELBOW BLANKS",0.026,TON,3.193,0.000,6.386,0.000,0.000,0.000,3.219,-3.167,5.109,0.000,R04500075-C1010P,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,5.11,0.73,Manufacturing Plants,Elbow Blanks,,"1600160374 X 78""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16038,"4 X 100""  EMT ELBOW BLANKS",2.718,TON,0.000,0.000,0.000,16.375,0.000,0.000,19.093,2.718,4.912,0.000,R04500075-C1010P,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,4.91,0.70,Manufacturing Plants,Elbow Blanks,,"1600160384 X 100""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16046,"2 1/2 X 22 1/4""  EMT ELBOW BLANKS",0.000,TON,0.000,1.172,0.000,0.000,0.000,0.000,-1.172,-1.172,0.000,0.000,R02875065-C1006P,0.000,0.000,0.000,59,2.875,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160462 1/2 X 22 1/4""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16050,"1 X 15""  EMT ELBOW BLANKS",4.326,TON,0.000,0.000,0.000,0.000,0.000,0.000,4.326,4.326,0.000,0.000,R01163052-C1004C,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160501 X 15""  EMT ELBOW BLANKS",,,,,,,,,,,
2800,16051,1 1/2 X 10-13/16 EMT ELBOW BLANK,0.000,TON,1.491,0.000,1.491,0.000,0.000,0.000,0.000,-1.491,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,59,0.000,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,2800160511 1/2 X 10-13/16 EMT ELBOW BLANK,,,,,,,,,,,
2800,16052,1 1/2 X 10-1/2   EMT ELBOW BLANK,0.000,TON,1.449,0.000,1.449,0.000,0.000,0.000,0.000,-1.449,0.000,0.000,R01740060-C1004C,0.000,0.000,0.000,59,1.740,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,2800160521 1/2 X 10-1/2   EMT ELBOW BLANK,,,,,,,,,,,
2800,16053,2 X 12-7/8       EMT ELBOW BLANK,0.000,TON,2.849,0.000,2.849,0.000,0.000,0.000,0.000,-2.849,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,59,2.197,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,2800160532 X 12-7/8       EMT ELBOW BLANK,,,,,,,,,,,
1600,16053,2 X 12-7/8       EMT ELBOW BLANK,0.712,TON,0.000,2.849,2.137,0.000,0.000,0.000,0.000,-2.137,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,59,2.197,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600160532 X 12-7/8       EMT ELBOW BLANK,,,,,,,,,,,
2800,16054,2 X 12-1/8       EMT ELBOW BLANK,0.000,TON,3.555,0.000,3.555,0.000,0.000,0.000,0.000,-3.555,0.000,0.000,R02197060-C1004C,0.000,0.000,0.000,59,2.197,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,2800160542 X 12-1/8       EMT ELBOW BLANK,,,,,,,,,,,
1600,16055,2 1/2 X 18-3/4       EMT ELBOW BLANK,0.000,TON,0.000,2.870,0.000,0.000,0.000,0.000,-2.870,-2.870,0.000,0.000,R02875065-C1006P,0.000,0.000,0.000,59,2.875,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600160552 1/2 X 18-3/4       EMT ELBOW BLANK,,,,,,,,,,,
1600,16056,2 1/2 X 17-1/2       EMT ELBOW BLANK,2.897,TON,0.000,2.834,0.000,0.000,0.000,0.000,0.063,0.063,0.000,0.000,R02875065-C1006P,0.000,0.000,0.000,59,2.875,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,1600160562 1/2 X 17-1/2       EMT ELBOW BLANK,,,,,,,,,,,
1600,16059,"3/4 X 12""  EMT ELBOW BLANKS",0.690,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.690,0.690,0.000,0.000,R00922045-C1004C,0.000,0.000,0.000,59,0.922,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160593/4 X 12""  EMT ELBOW BLANKS",,,,,,,,,,,
2800,16061,"3 X 78""  EMT ELBOW BLANKS",0.608,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.608,0.608,0.000,0.000,R03500071-C1006P,0.000,0.000,0.000,59,0.000,Rochelle,0.0000,Rochelle,IL,USA,61068,"Rochelle, IL, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"2800160613 X 78""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16061,"3 X 78""  EMT ELBOW BLANKS",0.152,TON,0.000,0.000,0.000,0.000,0.000,0.000,0.152,0.152,1.200,0.000,R03500071-C1006P,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,1.20,0.17,Manufacturing Plants,Elbow Blanks,,"1600160613 X 78""  EMT ELBOW BLANKS",,,,,,,,,,,
1600,16064,"3 X 19.625""  EMT ELBOW BLANKS",0.000,TON,0.000,3.720,0.000,0.000,0.000,0.000,-3.720,-3.720,0.000,0.000,R03500071-C1006P,0.000,0.000,0.000,59,0.000,Cambridge,0.0000,Cambridge,OH,USA,72315,"Cambridge, OH, USA",Elbow Blanks,0.00,0.00,Manufacturing Plants,Elbow Blanks,,"1600160643 X 19.625""  EMT ELBOW BLANKS",,,,,,,,,,,
